,Organization Name,Organization Name URL,Description,Founded Date,Total Funding Amount,Website,cb rank,ipo status,Number of Employees,Headquarters Location,Facebook,LinkedIn,Twitter,Industries,Headquarters Regions,Founders,Status,Funding Type,Also Known As,Legal Name,Related Hubs,Stock Symbol,Company Type,Exits,Estimated Revenue Range,Contact Email,Phone Number,Number of Lead Investments,Stock Symbol.1,Number of Exits,Total Funding Amount.1,Number of Funding Rounds,Number of Investments,Number of Current Team Members,Number of Board Members,Total Products Active,Downloads Last 30 Days,Active Tech Count,Monthly Visits,Monthly Visits Growth,Number of Articles,events,Number of Acquisitions,Number of Lead Investors,Number of Investors,Number of Diversity Investments,Full Description,IPqwery Patents Granted,IPqwery Trademarks Registered,IPqwery Most Popular Patent Class,Websites rank,Transaction Name,Transaction Name URL,Acquired by,Announced Date,Price
39,Datong,https://www.crunchbase.com/organization/datong-9018,Datong is an automobile transportation company that offers taxi services.,23-Aug-02,None,www.datongtaxi.com/,"5,17,261",Private,1001-5000,"Wuhan, Hubei, China",None,https://www.linkedin.com/company/%E6%AD%A6%E6%B1%89%E5%A4%A7%E9%80%9A%E6%B1%BD%E8%BD%A6%E5%87%BA%E7%A7%9F%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,None,"Industry, Taxi, Service, Transportation",Asia-Pacific (APAC),None,Active,None,????? ???????????? Datong Chuzuche,Datong acquired by Banma Kuaipao,None,None,For Profit,None,None,None,None,None,None,None,None,None,None,None,None,Tech,None,12,None,None,None,None,None,None,None,None,None,None,None,None,None,Datong acquired by Banma Kuaipao,https://www.crunchbase.com/acquisition/banma-kuaipao-acquires-datong-9018--c153787f,Banma,Apr,CN¥50M
40,Diamond Products,https://www.crunchbase.com/organization/diamond-products,"Diamond Products LLC is a holding company which owns, Pipedream Products, one of the largest designers, manufacturers and distributors of",2013,None,diamondproductsllc.com,"2,03,918",Private,51-100,"Chatsworth, California, United States",None,None,None,"Oil, and, Gas",Greater Los Angeles Area West Coast Western US,None,Active,None,None,None,None,None,For Profit,None,$1M to $10M,info@diamondproductsllc.com,818 772 0100,None,None,None,None,None,None,None,None,Tech,None,9,None,None,3,None,1,None,None,None,"Diamond Products LLC is a holding company which owns, Pipedream Products, one of the largest designers, manufacturers and distributors of proprietary romance products in the United States. The Company’s product portfolio includes adult toys, lingerie, games, lotions and creams that are sold globally in over 80 countries through 5,000 retailers aswell as e-commerce websites.",None,None,None,None,None,None,None,None,None
41,Directo,https://www.crunchbase.com/organization/directo,Directo is the service leader in providing customized prepaid payment and pay card programs.,1998,None,www.directocard.com,"3,20,888",Private,51-100,"Norcross, Georgia, United States",None,None,None,"Services, Logistics, Payments",Greater Atlanta Area East Coast Southern US,Martin Rinne,Active,None,None,Directo acquired by Brightwell,None,None,For Profit,None,None,None,770-242-6000,None,None,None,None,None,None,1,1,13,None,21,None,None,1,None,None,None,None,None,None,None,None,None,None,Directo acquired by Brightwell,https://www.crunchbase.com/acquisition/brightwell-payments-acquires-directo--e680ec34,Brightwell,Jul,None
42,Directo,https://www.crunchbase.com/organization/directo-ee93,Directo OÜ is one of the leading ERP companies in Estonia,03-Jul-00,None,www.directo.ee/en,"3,99,732",Private,Nov-50,"Tallinn, Harjumaa, Estonia",https://www.facebook.com/pg/DirectoERP,https://www.linkedin.com/company/directo-o%C3%BC/,None,Technology,European Union (EU),None,Active,None,None,None,None,None,For Profit,None,$1M to $10M,info@directo.ee,372 671 8578,None,None,None,None,None,None,None,None,Tech,None,27,"38,117",-60.28%,None,None,None,None,None,None,None,None,None,None,"5,50,012",None,None,None,None,None
43,Directo,https://www.crunchbase.com/organization/directo-telecom,"Directo expertise in specialized telephony, contact center platform, robot call, 800 numbers and DIDs, online monitoring and reporting.",1998,None,www.directo.com,"4,19,621",Private,101-250,"Miguel Hidalgo, Distrito Federal, Mexico",https://www.facebook.com/pg/Directocom-261313154547026/,https://www.linkedin.com/company/directo.com-comunicaciones-sa-de-cv/,None,Telecommunications,Latin America,None,Active,None,None,Directo Telecom S.A. De C.V.,None,None,For Profit,None,$1M to $10M,sales@directotelecom.com.mx,-9754,None,None,None,None,None,None,None,None,Tech,None,43,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
44,Dr. Bronner's,https://www.crunchbase.com/organization/dr-bronner-s,Dr. Bronner's is committed to making socially and environmentally responsible products of the best quality.,1948,None,www.drbronner.com/,"1,43,442",Private,Nov-50,"Escondido, California, United States",https://www.facebook.com/drbronner,None,https://www.twitter.com/drbronner,"Consulting, Service, Industry, Social",Greater San Diego Area West Coast Western US,Emanuel Bronner,Active,Angel,None,None,None,None,For Profit,None,$10M to $50M,None,760-743-2211,None,None,None,None,1,None,1,None,28,None,63,"4,85,038",-0.76%,5,None,None,None,None,None,None,None,None,None,"84,293",None,None,None,None,None
45,DuluxGroup,https://www.crunchbase.com/organization/duluxgroup,DuluxGroup is a player in the decorative paint market in the Pacific region where the demand is expected to grow.,17-Apr-19,None,www.duluxgroup.com.au,"2,78,282",Public,1001-5000,"Clayton, Victoria, Australia",None,None,None,Material,Asia-Pacific (APAC) Australasia,None,Active,None,None,DuluxGroup acquired by Nippon Paint Holdings,None,None,For Profit,None,None,company.info@duluxgroup.com.au,61392635678,None,None,None,None,None,None,None,None,20,None,31,"13,785",-14.09%,None,None,None,None,None,None,None,None,None,None,"10,28,198",DuluxGroup acquired by Nippon Paint Holdings,https://www.crunchbase.com/acquisition/nippon-paint-holdings-acquires-duluxgroup--0770a9e4,Nippon,Apr,¥300.5B
46,Eau Ecarlate,https://www.crunchbase.com/organization/eau-ecarlate,Eau Ecarlate is a supplier of a range of cleaning and related niche consumer products.,1851,None,www.eauecarlate.com/,"6,51,091",Private,None,"Sainte-geneviève-des-bois, Centre, France",None,None,None,"Goods, Manufacturing",European Union (EU),None,Active,None,None,Eau Ecarlate acquired by Barclays Private Equity,None,None,For Profit,None,None,None,33 8 05 23 00 05,None,None,None,None,None,None,None,None,Tech,None,6,None,None,None,None,None,None,None,None,None,None,7,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics,",None,Eau Ecarlate acquired by Barclays Private Equity,https://www.crunchbase.com/acquisition/barclays-private-equity-acquires-eau-ecarlate--05ce5a3c,Barclays,Jan,None
47,Ecozone,https://www.crunchbase.com/organization/ecozone-technologies,Ecozone manufactures professional and patented ozone generator equipment for odor removal.,01-Jan-95,None,www.ecozone-technologies.com/,"4,00,437",Private,01-Oct,"Kadima, HaMerkaz, Israel",https://www.facebook.com/EcozoneTechnologies/,None,None,"Consumer, Goods, Environmental, Engineering, Manufacturing, Sustainability",None,Amram Fried,Active,None,Ecozone Technologies,Ecozone Technologies Limited,None,None,For Profit,None,None,None,+ 972 9 8912441,None,None,None,None,None,None,1,None,Tech,None,38,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
48,El Corte Inglés,https://www.crunchbase.com/organization/el-corte-ingls,Largest Department Store in Europe. Based in Spain.,1935,None,www.elcorteingles.es,"1,24,556",Private,1001-5000,"Madrid, Madrid, Spain",https://www.facebook.com/elcorteingles,None,http://twitter.com/elcorteingles,"Outsourcing, Software",European Union (EU),None,Active,None,None,El Corte Inglés acquired by Banco Santander,None,None,For Profit,None,None,servicio_clientes@elcorteingles.es,34914021712,None,None,None,None,None,None,3,None,34,None,96,"8,26,81,649",6.95%,None,None,None,None,None,None,None,None,756,"Advertising; business,",588,El Corte Inglés acquired by Banco Santander,https://www.crunchbase.com/acquisition/banco-santander-acquires-el-corte-ingls--e1e720f2,Banco,Oct,€140M
49,Energetic Solutions,https://www.crunchbase.com/organization/energetic-solutions,"Energetic Solutions, LLC engages in the development and sale of electromagnetic pest repellants.",2003,None,energeticsolutionscorp.com,"7,37,941",Private,01-Oct,"Austin, Texas, United States",None,None,None,None,Southern US,Melissa Rogers,Active,None,None,None,None,None,For Profit,None,None,None,512-382-5864,None,None,None,None,None,None,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
50,ERPA,https://www.crunchbase.com/organization/erpa,ERPA is an Oracle Platinum Partner and market leader in managed services and system integration of Oracle Technologies.,1999,None,www.erpagroup.com/,"1,60,651",Private,501-1000,"Dublin, Ohio, United States",https://www.facebook.com/ERPAGroup/,https://www.linkedin.com/company-beta/152779/,https://twitter.com/ERPAGroup,"Information, Technology, Small, and, Medium, Businesses",Great Lakes Midwestern US,Kiran Beeravelli,Active,None,None,None,None,None,For Profit,None,$50M to $100M,info@erpagroup.com,(614)718-9222,None,None,None,None,None,None,1,None,23,None,53,394,-87.50%,1,1,None,None,None,None,None,None,None,None,"60,58,215",None,None,None,None,None
51,Eureka,https://www.crunchbase.com/organization/eureka-bf81,"Eureka is an information technology company that specializes in data analytics, big data, and artificial intelligence.",2016,$20M,eureka.ai/,"13,157",Private,101-250,"Jakarta, Jakarta Raya, Indonesia",https://www.facebook.com/pg/team.eureka.analytics/,https://www.linkedin.com/company/eureka-analytics-pt,None,"Artificial, Intelligence, Big, Data, Machine, Learning",Asia-Pacific (APAC) Association of Southeast Asian Nations (ASEAN) Southeast Asia,"Benjamin Soemartopo, Eric Bonnel, Martin Filz, Michael Hawkins, Tarek Najm",Active,"Series, B",Eureka.AI,None,None,None,For Profit,None,$1M to $10M,info@eureka.ai,+ 62 21230 1860,None,None,None,$20M,1,None,6,None,Tech,None,42,190,-68.75%,9,None,None,3,7,None,None,None,None,None,"68,61,680",None,None,None,None,None
52,Evergreen Garden Care,https://www.crunchbase.com/organization/evergreen-garden-care,Evergreen Garden Care is the garden care company outside North America.,2017,None,www.scottsaustralia.com.au/contact-us/,"3,04,520",Private,None,"Frimley, Surrey, United Kingdom",None,https://in.linkedin.com/company/evergreengardencare,None,"Goods, Health, Care",None,None,Active,None,None,Evergreen Garden Care acquired by Exponent Private Equity,None,None,For Profit,None,None,None,None,None,None,None,None,None,None,None,None,8,None,3,None,None,1,None,None,None,None,None,None,None,None,None,None,Evergreen Garden Care acquired by Exponent Private Equity,https://www.crunchbase.com/acquisition/exponent-private-equity-acquires-evergreen-garden-care--91570ea2,Exponent,Sep,$250M
53,Farcent Enterprise,https://www.crunchbase.com/organization/farcent-enterprise,"Farcent Enterprise manufactures air care products, dehumidifiers, household detergents and cleaning tools.",24-May-83,None,www.farcent.com.tw,"4,07,406",Public,251-500,"Taipei, T'ai-pei, Taiwan",https://www.facebook.com/farcenttools/,https://www.linkedin.com/company/farcent-enterprise-co-ltd,None,"Improvement, Industrial, Manufacturing",Asia-Pacific (APAC),None,Active,None,Farcent Enterprise Co Ltd ?????????,None,None,None,For Profit,None,$100M to $500M,None,886-2-2592-2860,None,None,None,None,None,None,None,None,Tech,None,28,"37,791",20.99%,None,None,None,None,None,None,None,None,None,None,"5,53,050",None,None,None,None,None
54,Feelgood,https://www.crunchbase.com/organization/feelgood,Feelgood is an event management agency that organizes various events as well as rents technical equipment.,01-Dec-03,None,feelgood.hu/,"5,09,970",Private,01-Oct,"Budapest, Budapest, Hungary",None,None,None,"Management, Events, Rental",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,$1M to $10M,info@feelgood.hu,-14683131,None,None,None,None,None,None,None,None,Tech,None,17,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
55,Flora,https://www.crunchbase.com/organization/flora-living,"Build better habits, get rewarded.",10-Oct-17,$125K,floraliving.com,"8,028",Private,01-Oct,"Los Angeles, California, United States",http://facebook.com/floraliving,None,http://twitter.com/floralivingapp,"Fitness, Health, Care, Internet, Lifestyle, Personal, Health, Wellness",Greater Los Angeles Area West Coast Western US,"Alaxic Smith, Kehlani Ashley Parrish, Reid Williams",Active,Pre-Seed,None,Flora Living Inc.,None,None,For Profit,None,$1M to $10M,contact@floraliving.com,None,None,None,None,$125K,1,None,3,None,8,None,13,None,None,12,None,None,1,1,None,"At Flora we have a pretty big mission -- making mindfulness enjoyable and accessible for all. We're your go-to aid on your personal journey as an active, environmentally and socially conscious being.
• Manage your personal day-to-day wellness by joining and completing challenges • Connect and grow with a community of likeminded individuals •Earn coins that can be exchanged for rewards and prizes
Join the Flora community today and jump into action!",None,None,None,None,None,None,None,None,None
56,Forlife,https://www.crunchbase.com/organization/forlife,Forlife is a real estate company.,12-Jul-96,None,www.forlifeand.com/,"4,65,216",Public,51-100,"Yokohama, Kanagawa, Japan",None,None,None,"Real, Estate",Asia-Pacific (APAC),None,Active,None,None,FORLIFE Co. Ltd.,None,None,For Profit,None,None,None,045-547-3432,None,None,None,None,None,None,None,None,Tech,None,35,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
57,Fumakilla,https://www.crunchbase.com/organization/fumakilla,"Fumakilla engages in the manufacture and sale of insecticide products, household items, gardening items, and business items.",25-Dec-50,None,www.fumakilla.co.jp/,"4,15,961",Public,101-250,"Tokyo, Tokyo, Japan",None,https://www.linkedin.com/company/fumakilla-ltd,https://twitter.com/fumakilla_jp,Manufacturing,Asia-Pacific (APAC),None,Active,None,None,None,None,None,For Profit,None,None,None,(03) 3252-5941,None,None,None,None,None,None,None,None,Tech,None,25,"57,887",36.27%,None,None,None,None,None,None,None,43,13,"Pharmaceutical, veterinary and sanitary products,","4,12,996",None,None,None,None,None
58,Future Group,https://www.crunchbase.com/organization/future-group,Future Group operates multi-branded retail outlets in India.,2013,None,www.futuregroup.in/,"37,368",Private,10001+,"Haryana, Haryana, India",https://www.facebook.com/WeatFutureGroup,None,https://twitter.com/futuregroups,"Logistics, Retail",Asia-Pacific (APAC),Kishore Biyani,Active,None,None,None,None,None,For Profit,1,$10B+,peopleoffice@futuregroup.in,91 22 6708 9500,1,None,1,None,None,1,7,5,14,None,23,"4,44,000",5.70%,680,None,5,None,None,None,"Future Group operates multi-branded retail outlets. The company’s retail chains include department stores, outlet stores, sportswear, home improvement and consumer durables, supermarket, and convenience stores as well as food parks.
It offers life and non-life insurance services and products; supply chain and logistics service to large corporatesin food and FMCG; apparels, footwear, and accessories; consumer electronics and hi-tech; automotive; and pharmacy and light engineering domain. The company provides mobile telephony services under the brand name T24 on the GSM platform; IT service focused on retail and allied consumption sectors; a range of customized programs in leadership, management, personal effectiveness, sales maximization, business processes, and customer retention; audit and consultancy services to corporate clients; graduate, post-graduate, diploma, and certificate courses; and skill development programs to make below-poverty-line youth employable.
Future Group is based in Mumbai, India.",None,None,None,"90,257",None,None,None,None,None
59,Give and Take,https://www.crunchbase.com/organization/give-and-take,"Give and Take technology allows employees to collaborate and share knowledge in order to improve engagement, efficiency, and productivity.",2017,$2.2M,www.giveandtakeinc.com/,"38,992",Private,01-Oct,"Ann Arbor, Michigan, United States",https://www.facebook.com/giveandtakeinc/,https://www.linkedin.com/company/9189093/,https://twitter.com/Giveandtakeinc,"Information, Technology, SaaS, Software",Great Lakes Midwestern US,Larry Freed,Active,Seed,None,None,None,None,For Profit,None,$1M to $10M,info@giveandgetapp.com,734-769-5047,None,None,None,$2.2M,1,None,1,None,16,None,59,"5,476",415.15%,2,None,None,1,2,None,"Give and Take technology allows employees to collaborate and share knowledge in order to improve engagement, efficiency, and productivity.
Give and Take takes the concepts of generalized reciprocity and social capital made famous in Wharton professor Adam Grant’s bestselling Give and Take and delivers it to enterprises in an accessible, scalable,measurable platform called Givitas.
By fostering a giving culture, companies of all sizes drive positive business outcomes like increased employee efficiency, productivity, loyalty, and engagement. Give and Take is headquartered in Ann Arbor, Michigan and online at www.giveandtakeinc.com.",None,None,None,"16,65,811",None,None,None,None,None
60,Go Travel,https://www.crunchbase.com/organization/go-travel,Go Travel is a travel & tourism company providing cruise deals and services.,None,None,gotravel.com,"3,73,022",Private,101-250,"Longwood, Florida, United States",https://www.facebook.com/gotravel,None,https://www.twitter.com/gotravel,None,East Coast Southern US,None,Active,None,None,None,None,None,For Profit,None,$10M to $50M,None,800.848.3005,None,None,None,None,None,None,None,None,21,None,14,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
61,Godrej,https://www.crunchbase.com/organization/godrej-properties,Godrej Properties brings the Godrej Group philosophy of innovation and excellence to the real estate industry.,1990,$664.1M,www.godrejgardencityahmedabad.com/,"2,028",Public,501-1000,"Mumbai, Maharashtra, India",https://www.facebook.com/godrejproperties/,https://www.linkedin.com/company/godrejproperties?trk=tyah,https://twitter.com/GodrejProp,"Commercial, Real, Estate, Real, Estate, Real, Estate, Investment",Asia-Pacific (APAC),Adi Godrej,Active,"Post-IPO, Equity",None,Godrej Properties Ltd.,None,NSE:GODREJPROP,For Profit,None,$100M to $500M,alizakhann25@gmail.com,9.20E+11,None,NSE:GODREJPROP,None,$664.1M,2,None,5,None,Tech,None,68,None,None,169,None,None,3,6,None,"Godrej Properties brings the Godrej Group philosophy of innovation and excellence to the real estate industry. Each Godrej Properties development combines a 119-year legacy of excellence and trust with a commitment to cutting-edge design and technology. Godrej Properties is currently developing residential, commercial and township projects spreadacross 10.3 million square meters (111 million square feet) in 12 cities.",None,None,None,None,None,None,None,None,None
62,Green Plus,https://www.crunchbase.com/organization/green-plus,"Green Plus provides clients with a business menu related to domestic forests based on coexistence with nature, corporate sociality.",17-Dec-09,None,green-plus.co.jp/,"9,03,546",Private,None,"Tokyo, Tokyo, Japan",https://www.facebook.com/GreenPlusCoLtd,None,https://www.twitter.com/Green_Plus,"Environmental, Consulting",Asia-Pacific (APAC),None,Active,None,???????????,Green Plus,None,None,For Profit,None,None,info@green-plus.co.jp,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
63,Groupe Casino,https://www.crunchbase.com/organization/groupe-casino-2,"Groupe Casino operates a wide range of hypermarkets, supermarkets, and convenience stores.",1898,€1.5B,www.groupe-casino.fr/,"9,130",Public,10001+,"Saint Etienne, Rhone-Alpes, France",https://www.facebook.com/GroupeCasinorecrute/,https://fr.linkedin.com/company/groupe-casino/,http://twitter.com/Groupe_Casino,"and, Beverage, Food, Delivery, Grocery, Retail",European Union (EU),Geoffroy Guichard,Active,"Post-IPO, Debt",Casino Guichard Perrachon,Casino Guichard Perrachon SA,None,None,For Profit,None,$10B+,directiondelacommunication@groupe-casino.fr,33477453131,None,None,None,€1.5B,1,1,9,12,19,None,67,"1,05,841",-20.43%,None,None,8,None,None,None,None,None,37,"Advertising; business,","2,67,852",None,None,None,None,None
64,Haw Par,https://www.crunchbase.com/organization/haw-par,"Haw Par Corporation is a multinational corporation, diligent in rationalizing properties, increasing its core business organically.",18-Jul-69,None,www.hawpar.com/,"3,61,276",Public,251-500,"Singapore, Central Region, Singapore",None,None,None,"Property, Management",Asia-Pacific (APAC) Association of Southeast Asian Nations (ASEAN) Southeast Asia,None,Active,None,None,None,None,None,For Profit,None,$100M to $500M,None,65 6337 9102,None,None,None,None,None,None,None,None,5,None,26,"2,464",54.39%,None,None,None,None,None,None,None,None,16,"Pharmaceutical, veterinary and sanitary products,","24,72,792",None,None,None,None,None
65,Hello Products,https://www.crunchbase.com/organization/hello-products,"To create safe, effective and delicious oral care products that are highly natural, vegan, never tested on animals, and made in the USA.",May-11,None,www.hello-products.com,"1,24,842",Private,Nov-50,"Montclair, New Jersey, United States",https://www.facebook.com/HelloProducts,None,https://twitter.com/helloproducts,"Dental, Personal, Health",Greater New York Area East Coast Northeastern US,Craig Dubitsky,Active,"Venture, -, Series, Unknown",None,Hello Products acquired by Colgate Palmolive,None,None,For Profit,None,$1M to $10M,media@hello-products.com,862-621-9305,None,None,None,None,2,None,1,None,Tech,None,40,"1,60,830",-1.04%,6,None,None,None,2,None,None,None,37,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics,","1,97,029",Hello Products acquired by Colgate Palmolive,https://www.crunchbase.com/acquisition/colgate-palmolive-acquires-hello-products--c6c8cd5b,Colgate,Jan,None
66,Henkel,https://www.crunchbase.com/organization/henkel,"Henkel leads with innovations, brands, and technologies to create sustainable value.","Sep 26, 1876",None,www.henkel.com,"70,051",Public,10001+,"Düsseldorf, Nordrhein-Westfalen, Germany",http://www.facebook.com/henkel,https://www.linkedin.com/company/henkel,https://www.twitter.com/henkel,"Consumer, Fast-Moving, Consumer, Goods",European Union (EU),Fritz Henkel,Active,None,None,Henkel AG & Co. KGaA,None,XETR:HENKEL,For Profit,2,$10B+,corporate.communications@henkel.com,0049-211-797-0,2,XETR:HENKEL,2,None,None,9,22,1,21,None,62,"2,09,310",-11.14%,None,None,10,None,None,1,"Henkel was founded in 1876. People around the world trust Henkel’s brands and technologies. In the fiscal year 2015, the company reported sales of approx. 18 billion euros and an operating profit of 2.9 billion euros (adjusted for one-time gains/charges and restructuring charges). The DAX-30 company has its headquarters in Düsseldorf, Germany.Henkel employs about 50,000 people worldwide, more than 80 percent of whom work outside of Germany. Henkel is thus one of the most international German companies","5,568","3,935","Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics,","1,61,353",None,None,None,None,None
67,HG International,https://www.crunchbase.com/organization/hg-international,HG International is a leading European supplier of specialist consumer cleaning and maintenance products.,1969,None,www.hg.eu/,"1,77,666",Private,101-250,"Almere, Flevoland, The Netherlands",https://www.facebook.com/HG-International-1384311281637632/,https://www.linkedin.com/company/hg-international/,https://twitter.com/hginternational,"Marketing, Product, Design, Retail, Sales",European Union (EU),None,Active,None,None,HG International acquired by Cobepa,None,None,For Profit,None,None,info@hg.eu,+31 (0)36 549 47 00,None,None,None,None,None,None,4,None,16,None,46,"3,61,544",5.57%,None,None,None,None,None,None,None,None,12,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics,","1,06,153",HG International acquired by Cobepa,https://www.crunchbase.com/acquisition/cobepa-acquires-hg-international--a6fc66fb,Cobepa,Jan,None
68,IBA,https://www.crunchbase.com/organization/iba-inc,IBA engages in the distribution of crop protection and cattle feed products.,1960,€20M,www.iba-usa.com,"29,545",Private,51-100,"Millbury, Massachusetts, United States",None,None,None,"Animal, Feed, Farming",East Coast New England Northeastern US,None,Active,"Venture, -, Series, Unknown",None,None,None,None,For Profit,None,Less than $1M,info@iba-usa.inc,(508) 865-4169,None,None,None,€20M,1,None,1,1,14,None,5,None,None,30,None,None,None,2,None,None,None,11,"Pharmaceutical, veterinary and sanitary products,",None,None,None,None,None,None
69,IBA,https://www.crunchbase.com/organization/iba,Insurance as a Platform with API Management and SaaS Services.,2010,None,ibapplications.com,"2,05,197",Private,101-250,"Copenhagen, Hovedstaden, Denmark",None,https://www.linkedin.com/company/insurance-business-applications/about/,https://twitter.com/ibapplications,"Services, Information, Technology, Robotics, SaaS, Software",European Union (EU) Nordic Countries Scandinavia,None,Active,None,None,None,None,None,For Profit,None,$1M to $10M,None,+45 70 20 90 23,None,None,None,None,None,None,None,None,18,None,36,"1,583",None,2,2,None,None,None,None,None,None,None,None,"31,18,637",None,None,None,None,None
70,Indigo Wild,https://www.crunchbase.com/organization/indigo-wild,Indigo Wild offers a range of all-natural aromatherapy products for body and home.,1996,None,www.indigowild.com/,"2,62,796",Private,101-250,"Boulder, Colorado, United States",https://www.facebook.com/ZumBarSoap,https://www.linkedin.com/company/indigo-wild,https://twitter.com/indigowild,None,Greater Denver Area Western US,None,Active,None,None,Indigo Wild acquired by HKW,None,None,For Profit,None,None,None,None,None,None,None,None,None,None,None,None,Tech,None,41,"77,328",-2.87%,None,None,None,None,None,None,None,None,None,None,"3,36,561",Indigo Wild acquired by HKW,https://www.crunchbase.com/acquisition/hammond-kennedy-whitney-company-acquires-indigo-wild--e5932b95,HKW,Aug,None
71,Intelligent Health Systems,https://www.crunchbase.com/organization/intelligent-health-systems,Intelligent Health Systems specializes in the provision of services and products to the healthcare industry.,18-Mar-03,None,www.healthsystems.ie/,"4,32,079",Private,01-Oct,"Dublin, Dublin, Ireland",None,https://www.linkedin.com/company-beta/5137626/,None,"Care, Medical, Medical, Device",European Union (EU),Michael O'Shea,Active,None,None,None,None,None,For Profit,None,Less than $1M,info@healthsystems.ie,1(890) 333-999,None,None,None,None,None,None,None,None,Tech,None,3,None,None,None,None,None,None,None,None,"Intelligent Health Systems specialises in the provision of services and products to the healthcare industry.
At Intelligent Health Systems they have a very basic driving force - to satisfy their customers by providing a professional service next to none. They achieve this through combining unbeatable levels of technical, medical, organisationaland project management expertise with the ability to listen to their customer's requirements.
Their employees are their greatest assets. They have top class, highly educated and motivated people that share their company's vision. They believe that when you have the right personnel, the best technology and a real understanding of your customers needs, then even complex projects run smoothly.
Take a look at their services and product offerings and come and discuss your requirements with us. At IHS, they have a passion to make the complex simple.
IHS is a multidisciplinary company, which integrates expertise from the fields of medicine, veterinary medicine, engineering and Information Technology.
Their Mission Statement: ""Improving healthcare through the intelligent use of technology"".
IHS employs highly qualified personnel from the medical, engineering and IT sectors to act as its consultants, ensuring a level of professionalism demanded by their clients.",None,None,None,None,None,None,None,None,None
72,IQ Products,https://www.crunchbase.com/organization/iq-products,IQ Products specialize in the field of healthcare that manufactures and supply antibody-based diagnostic products and services globally.,02-Aug-12,None,www.iqproducts.nl,"4,70,531",Private,Nov-50,"Groningen, Groningen, The Netherlands",None,https://www.linkedin.com/company/iq-products/,https://twitter.com/iqproducts,"Care, Health, Diagnostics, Manufacturing, Medical, Medical, Device",European Union (EU),None,Active,None,None,None,None,None,For Profit,None,Less than $1M,marketing@iqproducts.nl,31-505757010,None,None,None,None,None,None,None,None,Tech,None,41,None,None,None,None,None,None,None,None,None,3,3,"Pharmaceutical, veterinary and sanitary products,",None,None,None,None,None,None
73,ISI,https://www.crunchbase.com/organization/isi,IS Eye is a FinTech consulting company,01-Dec-89,None,www.isijapan.co.jp/,"2,00,350",Private,None,"Tokyo, Tokyo, Japan",https://www.facebook.com/ncb.cashless/,https://www.linkedin.com/company/isi-corporation/,None,"Financial, Services, FinTech",Asia-Pacific (APAC),None,Active,None,None,None,None,None,For Profit,None,None,None,None,None,None,None,None,None,None,None,None,Tech,None,43,807,-59.04%,9,None,None,None,None,None,None,4,2,"Clothing; footwear; headgear,","45,97,971",None,None,None,None,None
74,Jeyes,https://www.crunchbase.com/organization/jeyes,"Jeyes manufactures, distributes and markets products for the household cleaning and hygiene markets in the UK.",1950,None,www.jeyes.com,"7,48,303",Private,None,"Cambridge, Cambridgeshire, United Kingdom",None,https://www.linkedin.com/company/jeyes/,None,"Goods, Manufacturing",None,None,Active,None,None,Jeyes acquired by LGV Capital Ltd,None,None,For Profit,None,None,None,44 12 2326 9100,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,16,8,"Bleaching, cleaning, polishing, scouring and abrasive preparations; cosmetics,",None,Jeyes acquired by LGV Capital Ltd,https://www.crunchbase.com/acquisition/lgv-capital-ltd-acquires-jeyes--c62b6a96,LGV,Sep,None
75,Joey New York,https://www.crunchbase.com/organization/joey-new-york,Joey New York has been formulating beauty products for over 25 years.,1993,None,joeynewyork.com,"3,07,600",Private,Nov-50,"Collins, New York, United States",None,None,https://mobile.twitter.com/_joeynewyork,"Manufacturing, Retail",East Coast Northeastern US,Joey Chancis,Active,None,None,None,None,None,For Profit,None,$1M to $10M,None,305.948.9998,None,None,None,None,None,None,2,None,Tech,None,26,"4,510",None,None,None,None,None,None,None,None,None,None,None,"20,77,920",None,None,None,None,None
